,SK_ID_CURR
11314,183776
11315,183787
11316,183792
11317,183793
11318,183799
11319,183816
11320,183818
11321,183832
11322,183836
11323,183839
11324,183840
11325,183855
11326,183857
11327,183863
11328,183866
11329,183876
11330,183878
11331,183897
11332,183902
11333,183915
11334,183925
11335,183936
11336,183939
11337,183951
11338,183956
11339,183957
11340,183974
11341,183982
11342,183994
11343,184008
11344,184013
11345,184016
11346,184019
11347,184024
11348,184025
11349,184038
11350,184045
11351,184056
11352,184060
11353,184071
11354,184073
11355,184074
11356,184077
11357,184105
11358,184106
11359,184133
11360,184154
11361,184163
11362,184165
11363,184193
11364,184194
11365,184195
11366,184202
11367,184226
11368,184231
11369,184234
11370,184248
11371,184257
11372,184268
11373,184282
11374,184291
11375,184294
11376,184295
11377,184304
11378,184309
11379,184318
11380,184325
11381,184329
11382,184330
11383,184333
11384,184338
11385,184340
11386,184341
11387,184347
11388,184354
11389,184355
11390,184372
11391,184384
11392,184385
11393,184386
11394,184389
11395,184401
11396,184405
11397,184431
11398,184450
11399,184453
11400,184470
11401,184471
11402,184486
11403,184488
11404,184489
11405,184497
11406,184508
11407,184509
11408,184516
11409,184525
11410,184526
11411,184531
11412,184557
11413,184576
11414,184589
11415,184605
11416,184613
11417,184630
11418,184635
11419,184636
11420,184643
11421,184645
11422,184653
11423,184655
11424,184656
11425,184660
11426,184716
11427,184736
11428,184758
11429,184767
11430,184770
11431,184773
11432,184776
11433,184792
11434,184812
11435,184829
11436,184831
11437,184832
11438,184834
11439,184847
11440,184848
11441,184858
11442,184866
11443,184869
11444,184870
11445,184873
11446,184876
11447,184879
11448,184880
11449,184885
11450,184896
11451,184916
11452,184918
11453,184919
11454,184921
11455,184936
11456,184944
11457,184956
11458,184963
11459,184964
11460,184965
11461,184972
11462,184977
11463,184982
11464,184988
11465,184992
11466,184994
11467,184998
11468,185017
11469,185024
11470,185032
11471,185037
11472,185040
11473,185043
11474,185048
11475,185059
11476,185076
11477,185083
11478,185090
11479,185099
11480,185101
11481,185106
11482,185121
11483,185125
11484,185126
11485,185127
11486,185153
11487,185167
11488,185171
11489,185178
11490,185180
11491,185181
11492,185183
11493,185186
11494,185187
11495,185188
11496,185189
11497,185194
11498,185207
11499,185209
11500,185210
11501,185212
11502,185220
11503,185221
11504,185230
11505,185231
11506,185245
11507,185249
11508,185262
11509,185285
11510,185286
11511,185288
11512,185296
11513,185298
11514,185299
11515,185308
11516,185311
11517,185313
11518,185314
11519,185332
11520,185337
11521,185338
11522,185339
11523,185341
11524,185342
11525,185344
11526,185349
11527,185362
11528,185363
11529,185394
11530,185410
11531,185418
11532,185423
11533,185428
11534,185442
11535,185447
11536,185450
11537,185454
11538,185475
11539,185481
11540,185483
11541,185485
11542,185496
11543,185504
11544,185505
11545,185512
11546,185515
11547,185534
11548,185536
11549,185538
11550,185552
11551,185569
11552,185576
11553,185578
11554,185581
11555,185584
11556,185585
11557,185586
11558,185592
11559,185604
11560,185606
11561,185607
11562,185618
11563,185622
11564,185628
11565,185629
11566,185634
11567,185637
11568,185640
11569,185641
11570,185645
11571,185646
11572,185647
11573,185662
11574,185669
11575,185675
11576,185687
11577,185688
11578,185689
11579,185690
11580,185697
11581,185710
11582,185733
11583,185740
11584,185806
11585,185812
11586,185824
11587,185825
11588,185826
11589,185827
11590,185828
11591,185837
11592,185859
11593,185861
11594,185872
11595,185874
11596,185891
11597,185893
11598,185897
11599,185900
11600,185910
11601,185919
11602,185932
11603,185937
11604,185939
11605,185965
11606,185968
11607,185971
11608,185978
11609,185980
11610,185981
11611,185991
11612,185997
11613,185998
11614,186014
11615,186021
11616,186025
11617,186034
11618,186054
11619,186061
11620,186065
11621,186066
11622,186070
11623,186080
11624,186085
11625,186094
11626,186110
11627,186113
11628,186116
11629,186127
11630,186129
11631,186135
11632,186139
11633,186151
11634,186153
11635,186156
11636,186158
11637,186159
11638,186166
11639,186168
11640,186169
11641,186170
11642,186179
11643,186188
11644,186210
11645,186227
11646,186229
11647,186230
11648,186249
11649,186254
11650,186265
11651,186273
11652,186276
11653,186289
11654,186296
11655,186308
11656,186309
11657,186310
11658,186316
11659,186321
11660,186333
11661,186346
11662,186391
11663,186398
11664,186407
11665,186411
11666,186415
11667,186426
11668,186444
11669,186448
11670,186453
11671,186456
11672,186461
11673,186473
11674,186489
11675,186490
11676,186491
11677,186492
11678,186493
11679,186503
11680,186505
11681,186506
11682,186508
11683,186526
11684,186536
11685,186539
11686,186543
11687,186558
11688,186568
11689,186573
11690,186587
11691,186599
11692,186609
11693,186610
11694,186612
11695,186632
11696,186634
11697,186649
11698,186660
11699,186668
11700,186674
11701,186675
11702,186679
11703,186682
11704,186683
11705,186695
11706,186696
11707,186704
11708,186709
11709,186714
11710,186723
11711,186726
11712,186728
11713,186729
11714,186731
11715,186737
11716,186742
11717,186743
11718,186745
11719,186747
11720,186750
11721,186769
11722,186771
11723,186787
11724,186796
11725,186802
11726,186811
11727,186812
11728,186815
11729,186840
11730,186842
11731,186853
11732,186859
11733,186878
11734,186885
11735,186890
11736,186906
11737,186916
11738,186927
11739,186928
11740,186931
11741,186934
11742,186938
11743,186943
11744,186944
11745,186945
11746,186947
11747,186952
11748,186953
11749,186960
11750,186962
11751,186991
11752,187001
11753,187017
11754,187019
11755,187024
11756,187035
11757,187037
11758,187056
11759,187057
11760,187058
11761,187065
11762,187066
11763,187069
11764,187070
11765,187074
11766,187085
11767,187087
11768,187100
11769,187117
11770,187158
11771,187159
11772,187162
11773,187164
11774,187167
11775,187168
11776,187171
11777,187184
11778,187194
11779,187208
11780,187211
11781,187220
11782,187224
11783,187242
11784,187259
11785,187260
11786,187267
11787,187280
11788,187287
11789,187291
11790,187296
11791,187301
11792,187315
11793,187326
11794,187328
11795,187329
11796,187330
11797,187335
11798,187339
11799,187340
11800,187353
11801,187356
11802,187367
11803,187383
11804,187388
11805,187401
11806,187415
11807,187422
11808,187439
11809,187440
11810,187442
11811,187447
11812,187448
11813,187451
11814,187468
11815,187475
11816,187477
11817,187480
11818,187498
11819,187499
11820,187516
11821,187524
11822,187534
11823,187552
11824,187577
11825,187584
11826,187585
11827,187603
11828,187608
11829,187625
11830,187637
11831,187639
11832,187641
11833,187652
11834,187684
11835,187689
11836,187698
11837,187708
11838,187716
11839,187717
11840,187719
11841,187720
11842,187743
11843,187749
11844,187763
11845,187772
11846,187786
11847,187787
11848,187809
11849,187826
11850,187828
11851,187829
11852,187833
11853,187847
11854,187852
11855,187862
11856,187867
11857,187868
11858,187871
11859,187879
11860,187894
11861,187895
11862,187899
11863,187903
11864,187915
11865,187919
11866,187941
11867,187942
11868,187944
11869,187947
11870,187949
11871,187950
11872,187952
11873,187964
11874,187967
11875,187977
11876,187983
11877,187987
11878,187988
11879,187990
11880,187991
11881,187998
11882,188014
11883,188017
11884,188032
11885,188039
11886,188040
11887,188044
11888,188045
11889,188054
11890,188069
11891,188070
11892,188081
11893,188092
11894,188106
11895,188108
11896,188117
11897,188120
11898,188130
11899,188133
11900,188136
11901,188151
11902,188153
11903,188158
11904,188171
11905,188175
11906,188194
11907,188198
11908,188199
11909,188228
11910,188232
11911,188233
11912,188234
11913,188245
11914,188248
11915,188254
11916,188261
11917,188262
11918,188267
11919,188276
11920,188281
11921,188282
11922,188295
11923,188309
11924,188313
11925,188324
11926,188327
11927,188328
11928,188329
11929,188336
11930,188337
11931,188350
11932,188389
11933,188399
11934,188413
11935,188415
11936,188421
11937,188438
11938,188466
11939,188470
11940,188486
11941,188492
11942,188507
11943,188511
11944,188521
11945,188540
11946,188542
11947,188551
11948,188557
11949,188558
11950,188561
11951,188563
11952,188565
11953,188577
11954,188586
11955,188594
11956,188614
11957,188622
11958,188626
11959,188632
11960,188635
11961,188639
11962,188645
11963,188646
11964,188647
11965,188653
11966,188659
11967,188677
11968,188694
11969,188695
11970,188696
11971,188707
11972,188714
11973,188715
11974,188722
11975,188724
11976,188729
11977,188734
11978,188739
11979,188746
11980,188747
11981,188768
11982,188770
11983,188772
11984,188787
11985,188792
11986,188793
11987,188808
11988,188828
11989,188848
11990,188851
11991,188856
11992,188862
11993,188875
11994,188876
11995,188878
11996,188880
11997,188890
11998,188900
11999,188914
12000,188928
12001,188936
12002,188946
12003,188947
12004,188948
12005,188949
12006,188950
12007,188980
12008,188982
12009,188988
12010,188990
12011,188992
12012,188993
12013,188994
12014,188997
12015,189009
12016,189018
12017,189022
12018,189034
12019,189045
12020,189059
12021,189062
12022,189075
12023,189086
12024,189087
12025,189107
12026,189113
12027,189144
12028,189148
12029,189199
12030,189201
12031,189202
12032,189207
12033,189213
12034,189214
12035,189224
12036,189230
12037,189251
12038,189252
12039,189255
12040,189256
12041,189257
12042,189260
12043,189261
12044,189262
12045,189263
12046,189272
12047,189282
12048,189284
12049,189294
12050,189304
12051,189314
12052,189317
12053,189333
12054,189337
12055,189347
12056,189355
12057,189357
12058,189366
12059,189374
12060,189379
12061,189388
12062,189397
12063,189418
12064,189453
12065,189458
12066,189460
12067,189481
12068,189482
12069,189483
12070,189490
12071,189491
12072,189492
12073,189511
12074,189512
12075,189518
12076,189519
12077,189531
12078,189541
12079,189550
12080,189551
12081,189559
12082,189564
12083,189573
12084,189585
12085,189587
12086,189605
12087,189612
12088,189633
12089,189640
12090,189641
12091,189643
12092,189650
12093,189652
12094,189656
12095,189661
12096,189663
12097,189684
12098,189688
12099,189711
12100,189729
12101,189747
12102,189761
12103,189773
12104,189774
12105,189779
12106,189780
12107,189796
12108,189799
12109,189800
12110,189807
12111,189808
12112,189826
12113,189836
12114,189843
12115,189845
12116,189855
12117,189866
12118,189886
12119,189888
12120,189902
12121,189907
12122,189910
12123,189922
12124,189924
12125,189933
12126,189935
12127,189939
12128,189951
12129,189965
12130,189966
12131,189977
12132,189989
12133,189990
12134,190002
12135,190006
12136,190008
12137,190009
12138,190021
12139,190058
12140,190061
12141,190069
12142,190072
12143,190078
12144,190109
12145,190112
12146,190117
12147,190132
12148,190133
12149,190153
12150,190164
12151,190167
12152,190169
12153,190179
12154,190184
12155,190188
12156,190199
12157,190200
12158,190201
12159,190227
12160,190229
12161,190245
12162,190272
12163,190274
12164,190281
12165,190282
12166,190290
12167,190299
12168,190301
12169,190304
12170,190306
12171,190311
12172,190341
12173,190354
12174,190364
12175,190368
12176,190375
12177,190383
12178,190384
12179,190387
12180,190388
12181,190392
12182,190394
12183,190405
12184,190406
12185,190412
12186,190413
12187,190431
12188,190452
12189,190454
12190,190461
12191,190475
12192,190489
12193,190507
12194,190513
12195,190515
12196,190516
12197,190522
12198,190523
12199,190526
12200,190533
12201,190537
12202,190542
12203,190545
12204,190548
12205,190555
12206,190561
12207,190562
12208,190581
12209,190590
12210,190591
12211,190593
12212,190612
12213,190617
12214,190618
12215,190619
12216,190643
12217,190647
12218,190663
12219,190664
12220,190678
12221,190691
12222,190698
12223,190701
12224,190702
12225,190713
12226,190739
12227,190744
12228,190756
12229,190767
12230,190777
12231,190808
12232,190825
12233,190830
12234,190844
12235,190855
12236,190860
12237,190861
12238,190865
12239,190884
12240,190886
12241,190887
12242,190893
12243,190899
12244,190900
12245,190901
12246,190903
12247,190909
12248,190911
12249,190916
12250,190922
12251,190926
12252,190927
12253,190929
12254,190931
12255,190948
12256,190954
12257,190957
12258,190965
12259,190978
12260,190986
12261,190990
12262,190993
12263,190998
12264,190999
12265,191028
12266,191033
12267,191042
12268,191076
12269,191114
12270,191137
12271,191138
12272,191140
12273,191141
12274,191143
12275,191145
12276,191161
12277,191167
12278,191192
12279,191199
12280,191200
12281,191205
12282,191206
12283,191214
12284,191217
12285,191222
12286,191224
12287,191232
12288,191243
12289,191247
12290,191250
12291,191266
12292,191278
12293,191279
12294,191282
12295,191287
12296,191290
12297,191291
12298,191296
12299,191301
12300,191304
12301,191305
12302,191306
12303,191324
12304,191359
12305,191360
12306,191362
12307,191371
12308,191379
12309,191394
12310,191413
12311,191430
12312,191435
12313,191449
12314,191452
12315,191464
12316,191465
12317,191466
12318,191469
12319,191490
12320,191498
12321,191506
12322,191508
12323,191509
12324,191515
12325,191524
12326,191548
12327,191568
12328,191596
12329,191609
12330,191619
12331,191624
12332,191628
12333,191630
12334,191648
12335,191649
12336,191654
12337,191655
12338,191659
12339,191674
12340,191675
12341,191680
12342,191681
12343,191684
12344,191686
12345,191721
12346,191722
12347,191726
12348,191727
12349,191732
12350,191735
12351,191738
12352,191745
12353,191746
12354,191751
12355,191761
12356,191772
12357,191785
12358,191794
12359,191799
12360,191806
12361,191807
12362,191809
12363,191824
12364,191826
12365,191834
12366,191837
12367,191841
12368,191845
12369,191847
12370,191850
12371,191869
12372,191873
12373,191876
12374,191878
12375,191880
12376,191881
12377,191883
12378,191898
12379,191907
12380,191910
12381,191918
12382,191920
12383,191923
12384,191942
12385,191943
12386,191951
12387,191952
12388,191958
12389,191963
12390,191971
12391,191992
12392,192000
12393,192001
12394,192008
12395,192018
12396,192029
12397,192030
12398,192031
12399,192043
12400,192045
12401,192052
12402,192056
12403,192071
12404,192082
12405,192088
12406,192103
12407,192105
12408,192119
12409,192144
12410,192151
12411,192158
12412,192163
12413,192172
12414,192176
12415,192177
12416,192212
12417,192221
12418,192223
12419,192224
12420,192238
12421,192239
12422,192252
12423,192259
12424,192268
12425,192274
12426,192276
12427,192277
12428,192289
12429,192296
12430,192308
12431,192309
12432,192315
12433,192322
12434,192324
12435,192343
12436,192345
12437,192367
12438,192375
12439,192382
12440,192389
12441,192390
12442,192391
12443,192423
12444,192427
12445,192431
12446,192433
12447,192451
12448,192453
12449,192455
12450,192468
12451,192469
12452,192474
12453,192481
12454,192482
12455,192483
12456,192486
12457,192490
12458,192491
12459,192494
12460,192507
12461,192508
12462,192509
12463,192525
12464,192526
12465,192528
12466,192535
12467,192545
12468,192548
12469,192572
12470,192594
12471,192607
12472,192625
12473,192626
12474,192631
12475,192632
12476,192636
12477,192637
12478,192655
12479,192657
12480,192674
12481,192675
12482,192680
12483,192682
12484,192686
12485,192698
12486,192703
12487,192705
12488,192717
12489,192721
12490,192722
12491,192728
12492,192734
12493,192739
12494,192740
12495,192752
12496,192761
12497,192770
12498,192780
12499,192782
12500,192783
12501,192789
12502,192796
12503,192800
12504,192802
12505,192811
12506,192812
12507,192815
12508,192838
12509,192861
12510,192868
12511,192872
12512,192876
12513,192877
12514,192897
12515,192898
12516,192903
12517,192904
12518,192905
12519,192911
12520,192920
12521,192921
12522,192922
12523,192942
12524,192946
12525,192963
12526,192979
12527,192981
12528,192991
12529,192995
12530,192998
12531,193019
12532,193027
12533,193028
12534,193032
12535,193036
12536,193044
12537,193046
12538,193049
12539,193050
12540,193054
12541,193057
12542,193060
12543,193075
12544,193088
12545,193091
12546,193112
12547,193122
12548,193123
12549,193128
12550,193133
12551,193143
12552,193150
12553,193151
12554,193160
12555,193180
12556,193198
12557,193204
12558,193207
12559,193210
12560,193225
12561,193232
12562,193248
12563,193249
12564,193262
12565,193270
12566,193273
12567,193275
12568,193286
12569,193289
12570,193290
12571,193311
12572,193321
12573,193322
12574,193340
12575,193349
12576,193368
12577,193369
12578,193375
12579,193385
12580,193389
12581,193394
12582,193396
12583,193398
12584,193402
12585,193409
12586,193421
12587,193426
12588,193430
12589,193436
12590,193437
12591,193440
12592,193441
12593,193449
12594,193462
12595,193464
12596,193468
12597,193474
12598,193475
12599,193479
12600,193484
12601,193488
12602,193496
12603,193507
12604,193510
12605,193512
12606,193514
12607,193515
12608,193516
12609,193520
12610,193522
12611,193541
12612,193545
12613,193549
12614,193554
12615,193558
12616,193568
12617,193569
12618,193579
12619,193587
12620,193589
12621,193613
12622,193642
12623,193643
12624,193647
12625,193648
12626,193663
12627,193664
12628,193665
12629,193672
12630,193675
12631,193686
12632,193692
12633,193706
12634,193725
12635,193726
12636,193727
12637,193733
12638,193738
12639,193739
12640,193745
12641,193759
12642,193767
12643,193774
12644,193776
12645,193777
12646,193787
12647,193789
12648,193793
12649,193805
12650,193808
12651,193816
12652,193817
12653,193821
12654,193831
12655,193832
12656,193874
12657,193879
12658,193882
12659,193910
12660,193915
12661,193916
12662,193921
12663,193924
12664,193927
12665,193949
12666,193954
12667,193966
12668,193970
12669,193971
12670,193975
12671,193980
12672,193982
12673,193983
12674,193987
12675,193997
12676,194000
12677,194013
12678,194014
12679,194026
12680,194039
12681,194042
12682,194054
12683,194057
12684,194058
12685,194068
12686,194071
12687,194073
12688,194075
12689,194093
12690,194098
12691,194105
12692,194106
12693,194110
12694,194128
12695,194137
12696,194149
12697,194150
12698,194155
12699,194157
12700,194158
12701,194164
12702,194165
12703,194166
12704,194171
12705,194177
12706,194187
12707,194188
12708,194213
12709,194229
12710,194230
12711,194241
12712,194243
12713,194244
12714,194276
12715,194279
12716,194280
12717,194281
12718,194291
12719,194293
12720,194306
12721,194307
12722,194308
12723,194310
12724,194314
12725,194326
12726,194330
12727,194338
12728,194366
12729,194370
12730,194371
12731,194379
12732,194382
12733,194383
12734,194395
12735,194402
12736,194406
12737,194408
12738,194413
12739,194414
12740,194419
12741,194423
12742,194424
12743,194429
12744,194436
12745,194468
12746,194478
12747,194480
12748,194484
12749,194505
12750,194514
12751,194516
12752,194523
12753,194526
12754,194533
12755,194534
12756,194548
12757,194552
12758,194558
12759,194561
12760,194563
12761,194569
12762,194581
12763,194586
12764,194590
12765,194598
12766,194600
12767,194603
12768,194604
12769,194605
12770,194607
12771,194610
12772,194620
12773,194627
12774,194650
12775,194652
12776,194659
12777,194660
12778,194662
12779,194665
12780,194675
12781,194677
12782,194679
12783,194691
12784,194696
12785,194713
12786,194716
12787,194717
12788,194725
12789,194732
12790,194737
12791,194738
12792,194769
12793,194791
12794,194802
12795,194806
12796,194810
12797,194812
12798,194813
12799,194816
12800,194827
12801,194844
12802,194856
12803,194860
12804,194866
12805,194867
12806,194877
12807,194879
12808,194880
12809,194881
12810,194887
12811,194900
12812,194906
12813,194907
12814,194908
12815,194914
12816,194934
12817,194955
12818,194956
12819,194965
12820,194966
12821,194980
12822,194985
12823,194986
12824,194995
12825,194999
12826,195010
12827,195013
12828,195044
12829,195048
12830,195050
12831,195051
12832,195055
12833,195070
12834,195074
12835,195075
12836,195077
12837,195081
12838,195088
12839,195091
12840,195096
12841,195100
12842,195103
12843,195116
12844,195117
12845,195129
12846,195151
12847,195158
12848,195164
12849,195176
12850,195186
12851,195187
12852,195198
12853,195201
12854,195207
12855,195214
12856,195215
12857,195234
12858,195235
12859,195239
12860,195240
12861,195253
12862,195255
12863,195280
12864,195291
12865,195293
12866,195300
12867,195306
12868,195307
12869,195322
12870,195326
12871,195330
12872,195341
12873,195343
12874,195367
12875,195369
12876,195371
12877,195372
12878,195389
12879,195415
12880,195435
12881,195439
12882,195440
12883,195444
12884,195447
12885,195450
12886,195451
12887,195456
12888,195457
12889,195461
12890,195462
12891,195463
12892,195466
12893,195468
12894,195469
12895,195489
12896,195495
12897,195496
12898,195504
12899,195505
12900,195506
12901,195511
12902,195518
12903,195519
12904,195529
12905,195531
12906,195546
12907,195547
12908,195552
12909,195577
12910,195579
12911,195588
12912,195597
12913,195607
12914,195617
12915,195626
12916,195632
12917,195634
12918,195635
12919,195645
12920,195648
12921,195674
12922,195691
12923,195695
12924,195703
12925,195710
12926,195711
12927,195727
12928,195729
12929,195734
12930,195739
12931,195740
12932,195746
12933,195750
12934,195769
12935,195772
12936,195785
12937,195789
12938,195793
12939,195801
12940,195803
12941,195810
12942,195818
12943,195819
12944,195823
12945,195828
12946,195836
12947,195843
12948,195858
12949,195876
12950,195890
12951,195891
12952,195900
12953,195905
12954,195910
12955,195911
12956,195912
12957,195917
12958,195918
12959,195923
12960,195937
12961,195940
12962,195945
12963,195946
12964,195948
12965,195955
12966,195957
12967,195958
12968,195959
12969,195970
12970,195974
12971,195979
12972,195990
12973,196004
12974,196007
12975,196012
12976,196019
12977,196029
12978,196034
12979,196042
12980,196066
12981,196067
12982,196074
12983,196075
12984,196079
12985,196080
12986,196082
12987,196083
12988,196085
12989,196115
12990,196118
12991,196128
12992,196149
12993,196150
12994,196162
12995,196194
12996,196198
12997,196204
12998,196206
12999,196210
13000,196220
13001,196221
13002,196230
13003,196236
13004,196242
13005,196256
13006,196261
13007,196274
13008,196281
13009,196303
13010,196305
13011,196322
13012,196343
13013,196346
13014,196354
13015,196357
13016,196359
13017,196360
13018,196361
13019,196364
13020,196371
13021,196375
13022,196377
13023,196378
13024,196381
13025,196384
13026,196385
13027,196388
13028,196394
13029,196400
13030,196401
13031,196404
13032,196411
13033,196436
13034,196443
13035,196444
13036,196446
13037,196475
13038,196476
13039,196486
13040,196489
13041,196492
13042,196498
13043,196500
13044,196505
13045,196507
13046,196510
13047,196514
13048,196530
13049,196544
13050,196551
13051,196578
13052,196585
13053,196587
13054,196588
13055,196594
13056,196598
13057,196605
13058,196618
13059,196619
13060,196623
13061,196624
13062,196643
13063,196649
13064,196650
13065,196656
13066,196663
13067,196667
13068,196669
13069,196681
13070,196717
13071,196726
13072,196728
13073,196729
13074,196731
13075,196736
13076,196738
13077,196747
13078,196748
13079,196753
13080,196757
13081,196760
13082,196777
13083,196788
13084,196799
13085,196808
13086,196819
13087,196825
13088,196826
13089,196834
13090,196841
13091,196847
13092,196849
13093,196851
13094,196867
13095,196884
13096,196889
13097,196898
13098,196901
13099,196917
13100,196930
13101,196936
13102,196956
13103,196959
13104,196962
13105,196963
13106,196971
13107,196972
13108,196977
13109,196984
13110,196985
13111,197010
13112,197029
13113,197040
13114,197058
13115,197060
13116,197064
13117,197075
13118,197083
13119,197102
13120,197103
13121,197107
13122,197129
13123,197135
13124,197140
13125,197150
13126,197152
13127,197153
13128,197154
13129,197156
13130,197166
13131,197177
13132,197178
13133,197187
13134,197191
13135,197205
13136,197206
13137,197219
13138,197224
13139,197245
13140,197246
13141,197273
13142,197275
13143,197278
13144,197288
13145,197290
13146,197294
13147,197295
13148,197311
13149,197314
13150,197320
13151,197321
13152,197324
13153,197327
13154,197332
13155,197333
13156,197335
13157,197348
13158,197362
13159,197363
13160,197368
13161,197378
13162,197381
13163,197384
13164,197386
13165,197393
13166,197396
13167,197400
13168,197408
13169,197412
13170,197413
13171,197415
13172,197418
13173,197427
13174,197443
13175,197448
13176,197449
13177,197470
13178,197478
13179,197482
13180,197488
13181,197491
13182,197495
13183,197498
13184,197502
13185,197507
13186,197509
13187,197510
13188,197512
13189,197513
13190,197524
13191,197525
13192,197529
13193,197533
13194,197534
13195,197540
13196,197541
13197,197559
13198,197566
13199,197582
13200,197585
13201,197587
13202,197595
13203,197598
13204,197603
13205,197607
13206,197611
13207,197625
13208,197631
13209,197633
13210,197638
13211,197640
13212,197644
13213,197645
13214,197646
13215,197650
13216,197657
13217,197664
13218,197668
13219,197681
13220,197682
13221,197693
13222,197695
13223,197699
13224,197709
13225,197711
13226,197715
13227,197716
13228,197722
13229,197729
13230,197730
13231,197744
13232,197768
13233,197770
13234,197775
13235,197788
13236,197795
13237,197806
13238,197808
13239,197812
13240,197813
13241,197822
13242,197827
13243,197828
13244,197836
13245,197857
13246,197862
13247,197872
13248,197892
13249,197903
13250,197907
13251,197908
13252,197916
13253,197921
13254,197924
13255,197930
13256,197934
13257,197942
13258,197945
13259,197958
13260,197959
13261,197967
13262,197969
13263,197978
13264,197999
13265,198001
13266,198004
13267,198007
13268,198019
13269,198020
13270,198024
13271,198026
13272,198038
13273,198044
13274,198050
13275,198054
13276,198055
13277,198082
13278,198094
13279,198095
13280,198099
13281,198101
13282,198102
13283,198114
13284,198125
13285,198127
13286,198128
13287,198137
13288,198141
13289,198142
13290,198155
13291,198179
13292,198181
13293,198184
13294,198185
13295,198186
13296,198187
13297,198193
13298,198197
13299,198209
13300,198221
13301,198225
13302,198229
13303,198237
13304,198239
13305,198253
13306,198272
13307,198279
13308,198284
13309,198285
13310,198287
13311,198294
13312,198309
13313,198312
13314,198315
13315,198323
13316,198331
13317,198333
13318,198359
13319,198370
13320,198378
13321,198379
13322,198381
13323,198383
13324,198384
13325,198385
13326,198420
13327,198421
13328,198425
13329,198427
13330,198429
13331,198437
13332,198445
13333,198452
13334,198454
13335,198487
13336,198523
13337,198528
13338,198530
13339,198539
13340,198540
13341,198547
13342,198566
13343,198568
13344,198569
13345,198595
13346,198600
13347,198614
13348,198617
13349,198619
13350,198627
13351,198640
13352,198655
13353,198664
13354,198665
13355,198666
13356,198670
13357,198673
13358,198680
13359,198689
13360,198690
13361,198702
13362,198703
13363,198704
13364,198714
13365,198715
13366,198717
13367,198718
13368,198720
13369,198721
13370,198730
13371,198739
13372,198754
13373,198761
13374,198772
13375,198774
13376,198775
13377,198779
13378,198783
13379,198790
13380,198794
13381,198798
13382,198799
13383,198802
13384,198806
13385,198847
13386,198854
13387,198858
13388,198859
13389,198865
13390,198872
13391,198874
13392,198878
13393,198883
13394,198884
13395,198891
13396,198899
13397,198907
13398,198916
13399,198917
13400,198934
13401,198937
13402,198938
13403,198941
13404,198957
13405,198966
13406,198984
13407,198997
13408,199001
13409,199003
13410,199009
13411,199011
13412,199013
13413,199015
13414,199024
13415,199026
13416,199027
13417,199029
13418,199030
13419,199041
13420,199048
13421,199057
13422,199058
13423,199062
13424,199067
13425,199070
13426,199075
13427,199076
13428,199092
13429,199096
13430,199104
13431,199114
13432,199115
13433,199117
13434,199126
13435,199131
13436,199141
13437,199145
13438,199150
13439,199151
13440,199153
13441,199166
13442,199167
13443,199177
13444,199182
13445,199183
13446,199185
13447,199212
13448,199213
13449,199222
13450,199229
13451,199230
13452,199242
13453,199243
13454,199246
13455,199247
13456,199249
13457,199262
13458,199263
13459,199275
13460,199276
13461,199287
13462,199298
13463,199304
13464,199307
13465,199311
13466,199316
13467,199320
13468,199321
13469,199325
13470,199326
13471,199327
13472,199334
13473,199344
13474,199345
13475,199352
13476,199364
13477,199379
13478,199387
13479,199405
13480,199418
13481,199424
13482,199425
13483,199432
13484,199433
13485,199442
13486,199446
13487,199457
13488,199458
13489,199477
13490,199522
13491,199525
13492,199533
13493,199536
13494,199537
13495,199550
13496,199560
13497,199564
13498,199575
13499,199580
13500,199586
13501,199597
13502,199598
13503,199604
13504,199608
13505,199609
13506,199616
13507,199625
13508,199648
13509,199650
13510,199655
13511,199663
13512,199670
13513,199673
13514,199685
13515,199696
13516,199703
13517,199704
13518,199706
13519,199727
13520,199740
13521,199746
13522,199764
13523,199766
13524,199785
13525,199786
13526,199795
13527,199797
13528,199803
13529,199804
13530,199810
13531,199815
13532,199822
13533,199824
13534,199828
13535,199833
13536,199840
13537,199844
13538,199846
13539,199858
13540,199865
13541,199866
13542,199869
13543,199870
13544,199871
13545,199878
13546,199889
13547,199891
13548,199898
13549,199903
13550,199904
13551,199950
13552,199954
13553,199956
13554,199962
13555,199965
13556,199971
13557,199972
13558,199988
13559,199995
13560,199997
13561,199998
13562,199999
13563,200011
13564,200012
13565,200016
13566,200019
13567,200031
13568,200032
13569,200038
13570,200043
13571,200044
13572,200045
13573,200053
13574,200057
13575,200061
13576,200064
13577,200071
13578,200084
13579,200085
13580,200086
13581,200093
13582,200095
13583,200105
13584,200111
13585,200116
13586,200125
13587,200126
13588,200157
13589,200173
13590,200181
13591,200185
13592,200187
13593,200193
13594,200200
13595,200202
13596,200206
13597,200207
13598,200216
13599,200229
13600,200234
13601,200241
13602,200244
13603,200258
13604,200262
13605,200268
13606,200277
13607,200286
13608,200293
13609,200299
13610,200306
13611,200335
13612,200358
13613,200366
13614,200367
13615,200370
13616,200373
13617,200383
13618,200387
13619,200390
13620,200391
13621,200421
13622,200437
13623,200442
13624,200447
13625,200460
13626,200463
13627,200467
13628,200487
13629,200488
13630,200490
13631,200493
13632,200494
13633,200501
13634,200506
13635,200516
13636,200518
13637,200520
13638,200523
13639,200524
13640,200525
13641,200534
13642,200538
13643,200552
13644,200556
